SCORE:	binder_aligned_rmsd	pae_binder	pae_interaction	pae_target	plddt_binder	plddt_target	plddt_total	target_aligned_rmsd	time	description	successful
SCORE:	21.459	13.107	27.43	4.039	59.462	93.671	80.577	24.438	10.637	5o45-200by5_195_dldesign_0_af2pred	False
SCORE:	1.518	6.205	27.441	3.522	71.793	95.257	85.678	27.225	11.403	5o45-200by5_123_dldesign_4_af2pred	False
SCORE:	3.385	7.838	27.444	3.638	71.694	94.758	85.862	28.21	10.943	5o45-200by5_127_dldesign_4_af2pred	False
SCORE:	1.028	3.603	27.449	3.766	88.66	94.458	91.984	15.951	11.533	5o45-200by5_55_dldesign_2_af2pred	False
SCORE:	0.475	2.493	27.455	3.67	94.532	94.991	94.804	34.61	11.252	5o45-200by5_188_dldesign_2_af2pred	False
SCORE:	4.0	12.049	27.467	3.616	67.448	94.784	82.914	63.275	11.852	5o45-200by5_26_dldesign_3_af2pred	False
SCORE:	21.111	11.955	27.469	3.551	69.733	94.681	84.037	29.962	11.873	5o45-200by5_143_dldesign_3_af2pred	False
SCORE:	19.062	14.11	27.472	3.931	63.275	93.926	80.617	24.65	144.867	5o45-200by5_89_dldesign_3_af2pred	False
SCORE:	5.506	11.685	27.477	3.701	55.545	94.496	78.7	11.225	11.444	5o45-200by5_5_dldesign_1_af2pred	False
SCORE:	14.267	16.203	27.477	3.812	70.393	94.493	84.397	51.305	11.535	5o45-200by5_145_dldesign_1_af2pred	False
SCORE:	0.554	2.938	27.485	3.754	87.808	94.683	92.243	25.132	10.52	5o45-200by5_45_dldesign_1_af2pred	False
SCORE:	5.172	7.564	27.487	3.672	73.046	94.847	86.832	23.638	10.725	5o45-200by5_144_dldesign_2_af2pred	False
SCORE:	0.488	2.974	27.492	3.665	88.071	95.027	92.427	25.96	10.495	5o45-200by5_180_dldesign_1_af2pred	False
SCORE:	6.593	12.002	27.493	4.094	57.449	93.51	80.252	17.348	16.512	5o45-200by5_125_dldesign_3_af2pred	False
SCORE:	5.035	7.655	27.496	3.514	71.196	95.183	84.768	39.91	11.713	5o45-200by5_80_dldesign_3_af2pred	False
SCORE:	20.596	10.124	27.496	4.111	69.382	93.453	84.239	24.474	10.766	5o45-200by5_195_dldesign_1_af2pred	False
SCORE:	11.291	6.866	27.499	3.69	68.998	94.793	85.636	28.896	11.009	5o45-200by5_45_dldesign_4_af2pred	False
SCORE:	2.496	9.867	27.505	4.025	62.462	93.741	82.339	40.73	10.582	5o45-200by5_92_dldesign_0_af2pred	False
SCORE:	0.489	3.15	27.507	3.557	90.502	95.22	93.231	22.607	11.655	5o45-200by5_74_dldesign_4_af2pred	False
SCORE:	18.376	7.881	27.525	3.923	75.72	93.824	85.918	37.796	12.188	5o45-200by5_8_dldesign_4_af2pred	False
SCORE:	0.445	2.938	27.526	3.481	91.428	95.452	93.809	29.441	11.542	5o45-200by5_123_dldesign_3_af2pred	False
SCORE:	0.618	2.502	27.534	3.483	93.415	95.515	94.762	25.797	10.408	5o45-200by5_61_dldesign_2_af2pred	False
SCORE:	2.083	5.681	27.534	4.009	72.631	93.941	86.376	27.88	10.282	5o45-200by5_126_dldesign_1_af2pred	False
SCORE:	4.719	5.3	27.535	3.782	74.481	94.497	86.66	21.703	10.906	5o45-200by5_191_dldesign_3_af2pred	False
SCORE:	1.286	4.713	27.536	3.713	81.799	94.866	90.227	25.506	11.077	5o45-200by5_126_dldesign_4_af2pred	False
SCORE:	30.578	13.279	27.537	3.919	72.166	94.016	85.783	38.625	10.828	5o45-200by5_181_dldesign_1_af2pred	False
SCORE:	4.163	11.662	27.539	3.982	55.864	93.754	79.824	20.8	10.334	5o45-200by5_125_dldesign_0_af2pred	False
SCORE:	38.696	12.636	27.543	3.786	79.95	93.658	87.915	48.556	11.767	5o45-200by5_145_dldesign_2_af2pred	False
SCORE:	3.357	6.363	27.547	3.707	76.94	94.875	88.337	36.994	10.758	5o45-200by5_114_dldesign_3_af2pred	False
SCORE:	22.507	15.746	27.549	3.642	67.867	94.492	83.695	37.356	11.477	5o45-200by5_5_dldesign_0_af2pred	False
SCORE:	2.147	3.213	27.55	3.513	88.395	95.37	92.541	41.061	11.936	5o45-200by5_2_dldesign_2_af2pred	False
SCORE:	0.527	2.319	27.552	3.799	92.937	94.49	93.864	30.572	11.192	5o45-200by5_63_dldesign_0_af2pred	False
SCORE:	12.025	13.477	27.554	3.612	51.55	93.79	77.498	33.023	11.37	5o45-200by5_182_dldesign_0_af2pred	False
SCORE:	0.643	2.681	27.557	3.643	92.495	94.846	93.873	30.344	11.702	5o45-200by5_47_dldesign_2_af2pred	False
SCORE:	19.393	16.463	27.557	3.91	56.143	94.056	77.594	25.638	11.774	5o45-200by5_89_dldesign_1_af2pred	False
SCORE:	14.669	9.431	27.561	3.637	72.01	94.647	84.989	27.561	11.761	5o45-200by5_143_dldesign_2_af2pred	False
SCORE:	0.886	4.828	27.566	3.497	79.525	95.339	89.333	23.722	10.823	5o45-200by5_37_dldesign_1_af2pred	False
SCORE:	4.989	11.563	27.567	3.674	68.27	94.696	84.35	34.211	11.048	5o45-200by5_67_dldesign_1_af2pred	False
SCORE:	2.916	6.009	27.571	3.87	72.28	94.291	86.199	31.971	10.293	5o45-200by5_144_dldesign_0_af2pred	False
SCORE:	29.1	12.338	27.572	3.683	70.449	94.795	85.845	40.88	148.315	5o45-200by5_53_dldesign_0_af2pred	False
SCORE:	1.019	3.811	27.573	3.453	87.145	95.452	91.845	39.13	11.754	5o45-200by5_80_dldesign_1_af2pred	False
SCORE:	0.535	4.371	27.574	3.46	90.614	95.671	93.765	42.981	10.912	5o45-200by5_169_dldesign_1_af2pred	False
SCORE:	0.82	3.093	27.574	3.774	90.909	94.333	92.963	10.905	11.445	5o45-200by5_158_dldesign_1_af2pred	False
SCORE:	3.248	7.485	27.578	4.146	64.294	93.423	82.446	16.304	10.693	5o45-200by5_0_dldesign_2_af2pred	False
SCORE:	6.71	8.869	27.578	3.844	65.398	94.268	83.39	28.544	10.905	5o45-200by5_51_dldesign_0_af2pred	False
SCORE:	4.276	10.77	27.58	3.893	62.549	94.103	81.307	20.356	190.608	5o45-200by5_146_dldesign_0_af2pred	False
SCORE:	1.21	4.665	27.587	3.555	86.685	95.243	91.681	31.902	12.0	5o45-200by5_91_dldesign_2_af2pred	False
SCORE:	2.791	7.606	27.588	3.905	64.174	94.1	82.383	14.497	10.874	5o45-200by5_191_dldesign_4_af2pred	False
SCORE:	4.44	5.495	27.59	3.713	78.12	94.737	88.838	31.793	10.822	5o45-200by5_126_dldesign_3_af2pred	False
SCORE:	0.693	5.128	27.596	3.862	79.196	94.291	88.253	26.269	185.291	5o45-200by5_41_dldesign_1_af2pred	False
SCORE:	1.568	9.865	27.598	3.999	64.447	93.84	83.125	28.728	10.862	5o45-200by5_92_dldesign_2_af2pred	False
SCORE:	0.825	4.242	27.605	3.94	87.396	93.759	91.178	32.851	11.123	5o45-200by5_117_dldesign_1_af2pred	False
SCORE:	0.523	2.815	27.606	3.522	92.355	95.327	94.113	26.089	11.325	5o45-200by5_123_dldesign_1_af2pred	False
SCORE:	0.883	5.038	27.614	3.677	82.532	94.954	90.426	39.893	10.716	5o45-200by5_114_dldesign_4_af2pred	False
SCORE:	0.539	2.866	27.618	3.518	92.209	95.398	94.062	37.85	12.193	5o45-200by5_70_dldesign_4_af2pred	False
SCORE:	22.972	14.877	27.618	3.453	67.171	94.888	83.133	44.758	11.642	5o45-200by5_197_dldesign_0_af2pred	False
SCORE:	1.308	5.409	27.621	3.474	87.747	95.599	92.57	41.117	11.177	5o45-200by5_196_dldesign_0_af2pred	False
SCORE:	7.795	11.428	27.626	3.717	54.966	94.419	79.914	28.015	10.512	5o45-200by5_139_dldesign_2_af2pred	False
SCORE:	4.68	12.086	27.629	3.781	66.455	94.482	84.178	20.796	10.967	5o45-200by5_129_dldesign_2_af2pred	False
SCORE:	15.596	11.185	27.633	3.562	68.346	94.797	83.512	23.904	11.978	5o45-200by5_143_dldesign_4_af2pred	False
SCORE:	0.547	2.549	27.637	3.595	92.601	95.138	94.205	26.772	10.895	5o45-200by5_53_dldesign_1_af2pred	False
SCORE:	0.909	5.659	27.642	3.558	80.948	95.13	89.96	41.704	10.795	5o45-200by5_114_dldesign_1_af2pred	False
SCORE:	2.268	10.999	27.643	3.88	59.878	94.287	81.425	16.41	10.444	5o45-200by5_159_dldesign_1_af2pred	False
SCORE:	3.441	6.427	27.644	3.656	77.78	95.078	88.772	34.821	10.769	5o45-200by5_114_dldesign_2_af2pred	False
SCORE:	15.495	13.491	27.645	3.829	59.44	94.035	79.363	22.005	11.447	5o45-200by5_197_dldesign_3_af2pred	False
SCORE:	22.715	8.989	27.648	3.896	75.3	94.096	86.474	27.02	11.57	5o45-200by5_82_dldesign_4_af2pred	False
SCORE:	1.97	3.555	27.657	3.627	87.95	94.808	92.065	15.644	11.488	5o45-200by5_158_dldesign_0_af2pred	False
SCORE:	4.298	7.999	27.657	3.514	62.978	95.209	82.59	49.982	11.085	5o45-200by5_67_dldesign_3_af2pred	False
SCORE:	4.689	9.362	27.657	3.976	61.775	94.01	82.259	40.706	10.583	5o45-200by5_13_dldesign_2_af2pred	False
SCORE:	23.301	9.39	27.667	3.73	73.14	94.51	86.082	29.432	11.157	5o45-200by5_98_dldesign_4_af2pred	False
SCORE:	0.504	4.137	27.674	3.493	85.365	95.456	91.336	26.81	11.642	5o45-200by5_123_dldesign_0_af2pred	False
SCORE:	8.467	6.608	27.674	3.881	68.25	94.038	83.868	27.43	11.263	5o45-200by5_186_dldesign_0_af2pred	False
SCORE:	0.832	4.076	27.692	3.818	84.54	94.425	90.471	13.18	10.9	5o45-200by5_41_dldesign_0_af2pred	False
SCORE:	19.649	9.132	27.698	3.844	77.699	94.148	87.214	24.957	11.91	5o45-200by5_120_dldesign_3_af2pred	False
SCORE:	0.833	3.366	27.701	3.575	85.192	95.165	91.53	22.654	10.882	5o45-200by5_35_dldesign_0_af2pred	False
SCORE:	0.79	4.607	27.703	3.462	88.215	95.49	92.461	27.417	11.782	5o45-200by5_91_dldesign_4_af2pred	False
SCORE:	5.336	12.302	27.708	3.637	56.488	94.127	78.359	31.057	191.223	5o45-200by5_156_dldesign_1_af2pred	False
SCORE:	0.694	3.87	27.709	3.569	86.985	95.107	91.621	29.628	11.748	5o45-200by5_9_dldesign_1_af2pred	False
SCORE:	0.942	2.93	27.717	3.737	88.791	94.71	92.393	27.388	10.8	5o45-200by5_154_dldesign_4_af2pred	False
SCORE:	2.373	8.125	27.718	3.604	65.746	94.895	82.458	34.186	11.979	5o45-200by5_11_dldesign_0_af2pred	False
SCORE:	1.596	6.886	27.72	3.653	76.106	94.912	87.659	34.514	10.851	5o45-200by5_127_dldesign_3_af2pred	False
SCORE:	0.448	3.007	27.722	3.728	88.161	94.812	92.387	30.289	10.709	5o45-200by5_40_dldesign_2_af2pred	False
SCORE:	0.774	3.909	27.729	3.99	84.583	93.946	90.533	48.857	10.39	5o45-200by5_13_dldesign_1_af2pred	False
SCORE:	1.013	4.184	27.743	3.573	85.686	95.162	91.048	28.447	12.262	5o45-200by5_76_dldesign_3_af2pred	False
SCORE:	8.897	14.35	27.743	3.668	64.104	94.665	82.44	25.533	11.275	5o45-200by5_109_dldesign_2_af2pred	False
SCORE:	16.393	13.324	27.75	3.854	59.937	94.076	79.168	22.245	11.755	5o45-200by5_8_dldesign_2_af2pred	False
SCORE:	6.865	10.039	27.751	3.771	67.796	94.386	83.041	13.756	11.932	5o45-200by5_30_dldesign_4_af2pred	False
SCORE:	17.432	11.522	27.751	3.679	66.792	94.674	82.921	40.974	12.025	5o45-200by5_120_dldesign_1_af2pred	False
SCORE:	0.974	4.176	27.753	3.543	82.784	95.216	90.041	31.058	11.648	5o45-200by5_189_dldesign_2_af2pred	False
SCORE:	0.408	3.182	27.757	3.49	89.11	95.475	92.842	35.297	11.449	5o45-200by5_22_dldesign_0_af2pred	False
SCORE:	0.406	2.82	27.758	3.577	93.287	95.214	94.397	30.633	11.566	5o45-200by5_72_dldesign_3_af2pred	False
SCORE:	5.92	12.381	27.773	3.926	58.51	93.982	80.3	49.383	10.689	5o45-200by5_196_dldesign_4_af2pred	False
SCORE:	0.56	3.204	27.774	3.563	89.511	95.284	92.975	29.398	11.434	5o45-200by5_119_dldesign_3_af2pred	False
SCORE:	2.421	8.999	27.783	3.931	67.173	93.934	82.723	28.921	11.722	5o45-200by5_142_dldesign_2_af2pred	False
SCORE:	0.527	2.642	27.79	3.587	94.955	95.219	95.111	39.649	11.744	5o45-200by5_188_dldesign_4_af2pred	False
SCORE:	1.937	8.947	27.798	4.036	65.219	93.752	83.351	31.618	10.686	5o45-200by5_13_dldesign_3_af2pred	False
SCORE:	4.214	10.899	27.8	4.164	58.492	93.312	80.619	40.026	10.285	5o45-200by5_13_dldesign_4_af2pred	False
SCORE:	1.45	5.719	27.81	3.829	75.598	94.389	86.324	17.2	11.956	5o45-200by5_21_dldesign_0_af2pred	False
SCORE:	1.286	6.935	27.814	3.469	72.539	95.188	85.354	36.941	11.703	5o45-200by5_80_dldesign_2_af2pred	False
SCORE:	0.589	2.734	27.816	3.572	92.323	95.1	93.915	36.935	11.981	5o45-200by5_11_dldesign_2_af2pred	False
SCORE:	0.99	3.58	27.818	3.524	91.124	95.263	93.54	39.955	11.729	5o45-200by5_91_dldesign_3_af2pred	False
SCORE:	1.478	10.875	27.824	3.789	65.587	94.268	83.46	18.324	10.844	5o45-200by5_181_dldesign_3_af2pred	False
SCORE:	21.609	15.472	27.824	3.954	58.271	94.033	80.558	37.25	10.853	5o45-200by5_128_dldesign_2_af2pred	False
SCORE:	8.756	11.598	27.825	3.51	55.788	95.044	79.232	32.341	10.88	5o45-200by5_16_dldesign_2_af2pred	False
SCORE:	2.487	10.374	27.844	3.83	65.747	94.261	83.867	32.795	10.838	5o45-200by5_13_dldesign_0_af2pred	False
SCORE:	14.766	12.065	27.85	4.0	55.224	93.585	77.415	21.117	11.733	5o45-200by5_65_dldesign_3_af2pred	False
SCORE:	8.055	8.066	27.861	3.689	66.347	94.76	84.054	20.185	10.941	5o45-200by5_51_dldesign_2_af2pred	False
SCORE:	8.641	6.683	27.869	3.835	69.758	94.274	84.332	23.686	11.888	5o45-200by5_82_dldesign_1_af2pred	False
SCORE:	3.267	3.464	27.875	3.589	86.93	95.132	91.633	40.458	12.144	5o45-200by5_32_dldesign_4_af2pred	False
SCORE:	2.576	8.539	27.883	3.624	69.525	95.047	84.982	36.974	11.216	5o45-200by5_60_dldesign_4_af2pred	False
SCORE:	37.802	12.442	27.887	3.666	73.309	94.544	85.593	47.253	11.438	5o45-200by5_4_dldesign_3_af2pred	False
SCORE:	0.774	3.115	27.898	3.458	90.203	95.607	93.671	31.892	10.844	5o45-200by5_61_dldesign_3_af2pred	False
SCORE:	1.221	3.749	27.904	3.491	89.374	95.44	92.821	28.969	11.876	5o45-200by5_84_dldesign_0_af2pred	False
SCORE:	0.617	3.388	27.907	3.84	82.616	94.493	90.277	39.295	10.286	5o45-200by5_45_dldesign_3_af2pred	False
SCORE:	0.759	4.493	27.913	3.54	79.147	95.289	88.655	42.151	11.565	5o45-200by5_31_dldesign_4_af2pred	False
SCORE:	19.213	13.113	27.913	3.784	62.768	94.362	80.566	34.051	11.875	5o45-200by5_8_dldesign_3_af2pred	False
SCORE:	1.073	6.121	27.925	3.86	79.648	94.328	88.375	30.917	11.341	5o45-200by5_146_dldesign_1_af2pred	False
SCORE:	19.895	14.048	27.925	3.642	62.236	94.927	82.609	43.406	10.658	5o45-200by5_51_dldesign_4_af2pred	False
SCORE:	0.45	2.722	27.926	3.604	92.194	95.265	94.028	41.32	11.629	5o45-200by5_63_dldesign_2_af2pred	False
SCORE:	0.497	4.31	27.95	3.749	80.942	94.664	88.844	35.888	11.463	5o45-200by5_72_dldesign_1_af2pred	False
SCORE:	7.954	17.114	27.969	3.575	45.347	94.494	73.154	16.104	12.074	5o45-200by5_57_dldesign_2_af2pred	False
SCORE:	1.68	7.725	27.972	3.669	70.115	94.665	84.576	59.235	11.313	5o45-200by5_150_dldesign_2_af2pred	False
SCORE:	21.883	13.012	27.974	3.705	59.515	94.414	79.703	26.108	11.763	5o45-200by5_120_dldesign_0_af2pred	False
SCORE:	2.157	7.2	27.978	3.606	71.847	94.975	85.408	25.106	11.549	5o45-200by5_22_dldesign_3_af2pred	False
SCORE:	0.585	2.995	27.984	3.453	91.304	95.67	94.106	36.549	10.796	5o45-200by5_61_dldesign_4_af2pred	False
SCORE:	5.164	14.39	27.984	4.056	56.924	93.722	79.856	27.935	10.928	5o45-200by5_181_dldesign_4_af2pred	False
SCORE:	4.98	13.957	27.987	3.845	50.728	94.112	76.759	16.678	11.072	5o45-200by5_158_dldesign_3_af2pred	False
SCORE:	1.555	5.31	27.989	3.636	79.483	94.918	88.332	42.805	12.028	5o45-200by5_11_dldesign_4_af2pred	False
SCORE:	2.311	8.487	27.998	4.06	68.055	93.574	83.018	13.682	11.443	5o45-200by5_131_dldesign_2_af2pred	False
SCORE:	18.648	8.998	27.999	3.561	69.66	95.025	84.202	29.692	11.695	5o45-200by5_11_dldesign_3_af2pred	False
SCORE:	13.255	11.186	28.003	3.644	55.157	94.814	79.752	31.378	10.449	5o45-200by5_37_dldesign_0_af2pred	False
SCORE:	3.527	12.412	28.007	3.907	51.695	94.201	77.438	22.676	11.222	5o45-200by5_98_dldesign_2_af2pred	False
SCORE:	2.013	3.604	28.025	3.527	86.938	95.384	91.959	41.193	11.659	5o45-200by5_2_dldesign_0_af2pred	False
SCORE:	18.865	13.368	28.028	4.003	59.869	93.64	80.516	43.184	11.116	5o45-200by5_185_dldesign_1_af2pred	False
SCORE:	4.815	4.676	28.033	3.532	79.923	95.29	88.733	35.556	12.202	5o45-200by5_32_dldesign_1_af2pred	False
SCORE:	17.077	7.109	28.034	3.535	77.338	95.189	87.95	27.03	11.308	5o45-200by5_2_dldesign_3_af2pred	False
SCORE:	18.083	14.898	28.039	3.739	65.543	94.547	82.785	35.651	11.403	5o45-200by5_171_dldesign_3_af2pred	False
SCORE:	0.589	2.666	28.056	3.5	93.179	95.573	94.715	35.88	11.029	5o45-200by5_61_dldesign_0_af2pred	False
SCORE:	9.415	13.264	28.063	3.674	52.352	94.688	78.358	21.973	10.835	5o45-200by5_182_dldesign_1_af2pred	False
SCORE:	1.759	6.225	28.064	3.776	74.029	94.4	85.605	17.17	11.749	5o45-200by5_7_dldesign_3_af2pred	False
SCORE:	18.098	10.751	28.073	3.532	71.14	95.245	85.275	31.313	11.817	5o45-200by5_97_dldesign_3_af2pred	False
SCORE:	0.678	3.232	28.086	3.591	90.456	95.224	93.202	33.365	12.133	5o45-200by5_148_dldesign_4_af2pred	False
SCORE:	0.661	3.252	28.097	3.511	91.082	95.288	93.461	35.087	12.268	5o45-200by5_57_dldesign_1_af2pred	False
SCORE:	1.605	7.754	28.108	3.89	69.57	93.996	83.574	32.518	11.845	5o45-200by5_55_dldesign_1_af2pred	False
SCORE:	2.187	12.355	28.11	3.522	71.027	94.928	85.106	52.45	11.78	5o45-200by5_150_dldesign_1_af2pred	False
SCORE:	0.928	3.667	28.132	3.57	85.422	95.235	91.202	42.971	202.482	5o45-200by5_31_dldesign_3_af2pred	False
SCORE:	19.696	12.534	28.153	3.582	61.944	94.845	82.955	31.74	10.947	5o45-200by5_52_dldesign_0_af2pred	False
SCORE:	8.339	7.86	28.205	3.47	66.889	95.471	83.649	33.542	12.281	5o45-200by5_97_dldesign_4_af2pred	False
SCORE:	14.924	10.304	28.227	3.978	67.392	93.9	83.599	37.711	10.975	5o45-200by5_185_dldesign_4_af2pred	False
SCORE:	8.257	11.852	28.293	3.739	54.312	94.674	79.106	28.041	11.043	5o45-200by5_182_dldesign_2_af2pred	False
SCORE:	8.542	8.878	28.304	3.415	65.587	95.678	83.231	35.904	11.602	5o45-200by5_97_dldesign_2_af2pred	False
SCORE:	0.807	3.476	28.352	3.756	86.333	94.487	91.071	29.705	11.475	5o45-200by5_70_dldesign_3_af2pred	False
SCORE:	12.868	10.564	28.359	3.526	69.506	95.224	85.304	44.887	11.388	5o45-200by5_182_dldesign_4_af2pred	False
SCORE:	7.042	10.841	28.367	3.622	55.705	94.716	77.973	31.81	11.875	5o45-200by5_176_dldesign_4_af2pred	False
SCORE:	8.102	5.435	28.487	3.402	77.375	95.636	89.095	39.08	10.829	5o45-200by5_61_dldesign_1_af2pred	False
SCORE:	0.898	3.535	28.538	3.749	87.663	94.443	91.731	29.315	11.219	5o45-200by5_158_dldesign_2_af2pred	False
SCORE:	7.777	9.693	28.553	3.423	60.02	95.47	80.807	44.655	11.676	5o45-200by5_97_dldesign_0_af2pred	False
SCORE:	2.431	11.211	28.588	3.536	52.998	95.148	77.713	40.668	11.601	5o45-200by5_97_dldesign_1_af2pred	False
